"[4096, 128, 10]",0.001,0.13553599704670172
"[4096, 128, 10]",0.01,26.874850207638776
"[4096, 128, 10]",0.1,40.494929814634986
"[4096, 128, 10]",1.0,40.49958335280937
"[4096, 512, 10]",0.001,0.1422741642642227
"[4096, 512, 10]",0.01,0.21672540728369563
"[4096, 512, 10]",0.1,40.46449639131627
"[4096, 512, 10]",1.0,40.499656410915065
"[4096, 1024, 10]",0.001,0.19190186472176865
"[4096, 1024, 10]",0.01,0.2841949474052728
"[4096, 1024, 10]",0.1,13.6767912437165
"[4096, 1024, 10]",1.0,40.483872580157936
"[4096, 2048, 10]",0.001,0.2700838928069873
"[4096, 2048, 10]",0.01,0.31257279024200785
"[4096, 2048, 10]",0.1,0.3296884795481177
"[4096, 2048, 10]",1.0,40.396362513838746
"[4096, 128, 128, 10]",0.001,10.96494014118059
"[4096, 128, 128, 10]",0.01,40.226515668608094
"[4096, 128, 128, 10]",0.1,40.495248043824176
"[4096, 128, 128, 10]",1.0,40.49951179677259
"[4096, 128, 512, 10]",0.001,0.12130554841089218
"[4096, 128, 512, 10]",0.01,5.024346128435502e-06
"[4096, 128, 512, 10]",0.1,0.33333218607945225
"[4096, 128, 512, 10]",1.0,10.376252510006854
"[4096, 128, 1024, 10]",0.001,5.77642268817324e-05
"[4096, 128, 1024, 10]",0.01,2.2132435050358262e-13
"[4096, 128, 1024, 10]",0.1,2.0668176588561623e-10
"[4096, 128, 1024, 10]",1.0,28.49966068937779
"[4096, 512, 128, 10]",0.001,12.360543689525064
"[4096, 512, 128, 10]",0.01,26.89979455227707
"[4096, 512, 128, 10]",0.1,40.49489595550435
"[4096, 512, 128, 10]",1.0,14.333116339877025
"[4096, 512, 512, 10]",0.001,0.2838566345990103
"[4096, 512, 512, 10]",0.01,0.17307022456274088
"[4096, 512, 512, 10]",0.1,0.1850274127492936
"[4096, 512, 512, 10]",1.0,4.260111138883986
"[4096, 512, 1024, 10]",0.001,0.18859493633620006
"[4096, 512, 1024, 10]",0.01,1.5397547232383618e-09
"[4096, 512, 1024, 10]",0.1,2.725898564788678e-12
"[4096, 512, 1024, 10]",1.0,16.543064838186456
